Year,Player,Age,Hometown,Home State,Tm,G,GS,Cmp,Att,Yds,TD,Int,Y/A,Rec,Y/R,FantPos,FantPt,Height (inches),Weight,College,Conference,College wins,College losses,DOB,Draft Round,Draft Year,Wonderlic,40�Yard,Bench Press,Vert Leap�(in),Broad Jump�(in),Shuttle,3Cone
2007,Jeff Dugan,26,Allison Park,PA,MIN,16,3,0,2,57,0,0,3.5,7,8.14,TE,6,76,261,Maryland,Big Ten,98,86,4/8/1981,7,2004,0,5,21,28,109,4.4,7.43
2013,Michael Cox,24,0,,NYG,14,1,0,22,12,0,0,1.95,3,4,RB,6,12,0,Massachusetts,MAC,#N/A,#N/A,1/0/1900,7,2013,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2002,James Jackson,26,Belle Glade,FL,CLE,16,0,0,12,9,0,0,4.5,3,3,RB,6,70,215,Miami (FL),ACC,130,58,8/4/1976,3,2001,0,4.55,35,35,0,0,0
1999,Vinny Testaverde,36,New York,NY,NYJ,1,1,10,0,0,0,1,,0,,QB,6,77,235,Miami (FL),ACC,130,58,11/13/1963,1,1987,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010,Tom Crabtree,25,Columbus,OH,GNB,16,1,0,0,61,0,0,,4,15.25,TE,6,77,244,Miami (OH),MAC,84,99,11/4/1985,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006,B.J. Askew,26,Colerain,OH,NYJ,13,5,0,6,50,0,0,1.83,9,5.56,RB,6,75,233,Michigan,Big Ten,124,64,8/19/1980,3,2003,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1999,Chris Howard,24,Kenner,LA,JAX,12,0,0,13,8,0,0,4.23,1,8,RB,6,70,223,Michigan,Big Ten,124,64,5/5/1975,5,1998,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2004,Drew Henson,24,San Diego,CA,DAL,7,1,10,1,0,0,1,7,0,,QB,6,76,233,Michigan,Big Ten,124,64,2/13/1980,6,2003,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2005,Jerame Tuman,29,Liberal,KS,PIT,15,9,0,0,57,0,0,,3,19,TE,6,76,255,Michigan,Big Ten,124,64,3/24/1976,5,1999,0,4.85,23,33,113,4.2,7.17
2009,Todd Collins,38,Walpole,MA,WAS,3,0,12,1,0,0,0,0,0,,QB,6,76,0,Michigan,Big Ten,124,64,11/5/1971,2,1995,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010,Brian Hoyer,25,North Olmsted,OH,NWE,5,0,7,10,0,0,1,-0.8,0,,QB,6,75,0,Michigan St.,Big Ten,112,76,10/13/1985,0,0,0,5.02,0,32,109,4.42,7.1
2003,Kendall Newson,23,Decatur,GA,MIA,6,0,0,0,55,0,0,,2,27.5,WR,6,73,197,Middle Tenn. St.,Conference USA,#N/A,#N/A,3/5/1980,7,0,0,4.69,33.5,33.5,117,4.27,6.87
2001,Derek Rackley,24,Apple Valley,MN,ATL,16,0,0,0,1,1,0,,1,1,TE,6,76,250,Minnesota,Big Ten,90,96,7/18/1977,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2002,Rafael Cooper,27,Detroit,MI,DET,5,0,0,12,4,0,0,4.75,1,4,RB,6,71,205,Minnesota,Big Ten,90,96,1/8/1975,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2000,Spergon Wynn,22,Houston,TX,CLE,7,1,22,3,0,0,1,5,0,,QB,6,75,226,Minnesota,Big Ten,90,96,8/10/1978,0,2000,25,4.91,34,34,108,4.59,7.71
2004,Thomas Tapeh,24,Monrovie,Liberia,PHI,7,0,0,12,15,0,0,3.5,2,7.5,RB,6,73,243,Minnesota,Big Ten,90,96,3/28/1980,5,2004,0,4.8,23,32.5,114,4.62,7.66
2013,Vick Ballard,23,Pascagoula,MS,IND,1,1,0,13,-5,0,0,4.85,1,-5,RB,6,70,217,Mississippi St.,SEC,83,99,7/16/1990,5,2012,0,4.59,23,33,115,4.19,7.03
2009,Gijon Robinson,25,Denver,CO,IND,13,10,0,0,62,0,0,,9,6.89,TE,6,73,255,Missouri Western St.,#N/A,#N/A,#N/A,10/12/1984,0,0,0,4.71,21,33,116,4.43,7.23
2005,Justin Green,23,San Diego,CA,BAL,12,4,0,5,32,0,0,0.8,7,4.57,RB,6,71,250,Montana,Big Sky,#N/A,#N/A,4/30/1982,5,2005,0,4.84,23,31,109,4.22,7.26
2013,Josh Cooper,24,0,,CLE,5,0,0,0,60,0,0,,9,6.67,WR,6,70,190,Mustang,#N/A,#N/A,#N/A,1/0/1900,0,0,0,4.65,11,0,0,0,0
2001,Sheldon Jackson,25,Culver City,CA,BUF,16,1,0,0,1,1,0,,1,1,TE,6,75,250,Nebraska,Big Ten,134,61,7/24/1976,7,1999,0,4.82,30.5,30.5,105,4.47,7.36
2012,Virgil Green,24,Tulare Union,CA,DEN,13,2,0,0,63,0,0,,5,12.6,WR,6,12,0,Nevada-Reno,Mountain West,93,93,1/0/1900,7,2011,0,4.54,23,42.5,130,4.4,6.9
2005,Dan Kreider,28,Lancaster,PA,PIT,16,8,0,3,43,0,0,7,7,6.14,RB,6,71,255,New Hampshire,Colonial Athletic Association,#N/A,#N/A,3/11/1977,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1999,Robert Chancey,27,Macon,AL,DAL,3,0,0,14,0,0,0,4.07,0,,RB,6,73,250,none,#N/A,#N/A,#N/A,9/7/1972,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011,Ryan Taylor,24,Winston-Salem,NC,GNB,15,0,0,0,4,1,0,,1,4,TE,6,75,250,North Carolina,ACC,70,97,11/16/1987,7,2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2005,Sam Aiken,25,Kenansville,NC,BUF,16,2,0,0,57,0,0,,4,14.25,WR,6,74,204,North Carolina,ACC,70,97,12/14/1980,4,2003,0,4.59,0,39.5,121,0,7.22
2006,William Henderson,35,Richmond,VA,GNB,14,9,0,0,62,0,0,,12,5.17,RB,6,73,249,North Carolina,ACC,70,97,2/19/1971,3,1995,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2004,Jerricho Cotchery,22,Birmingham,AL,NYJ,12,0,0,0,60,0,0,,6,10,WR,6,73,200,North Carolina St.,ACC,98,88,6/16/1982,4,2004,0,4.54,0,36,121,3.92,6.95
2007,Chad Mustard,30,Central City,NE,DEN,12,2,0,0,62,0,0,,5,12.4,TE,6,78,288,North Dakota,Big Sky,#N/A,#N/A,10/8/1977,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009,Patrick Cobbs,26,Shawnee,OK,MIA,5,0,0,6,23,0,0,6,3,7.67,RB,6,69,210,North Texas,Conference USA,65,115,1/31/1983,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006,Clarence Moore,24,Bellflower,CA,BAL,10,1,0,0,1,1,0,,2,0.5,WR,6,78,211,Northern Arizona,Big Sky,#N/A,#N/A,9/24/1982,6,2004,0,4.55,0,34,122,4.21,6.84
2005,Clarence Moore,23,Bellflower,CA,BAL,4,1,0,0,59,0,0,,3,19.67,WR,6,78,211,Northern Arizona,Big Sky,#N/A,#N/A,9/24/1982,6,2004,0,4.55,0,34,122,4.21,6.84
2000,Jeff Lewis,27,Columbus,OH,CAR,5,0,16,8,0,0,1,4.5,0,,QB,6,74,211,Northern Arizona,Big Sky,#N/A,#N/A,4/17/1973,0,1996,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2005,Vincent Jackson,22,Fort Polk,LA,SDG,7,0,0,0,59,0,0,,3,19.67,WR,6,77,241,Northern Colorado,Big Sky,#N/A,#N/A,1/14/1983,2,2005,0,4.46,0,39,0,0,0
2009,Ben Hartsock,29,Chillicothe,OH,NYJ,16,7,0,0,2,1,0,,1,2,TE,6,76,264,Ohio St.,Big Ten,138,41,7/5/1980,3,2004,0,4.8,23,35,117,4.03,7.11
2000,Joe Montgomery,24,Robbins,IL,NYG,3,0,0,1,0,0,0,4,0,,RB,6,70,230,Ohio St.,Big Ten,138,41,6/8/1976,0,1999,0,4.63,0,0,0,4.22,7.1
1999,Josh Wilcox,25,Eugene,OR,NOR,8,4,0,0,61,0,0,,6,10.17,TE,6,74,253,Oregon,Pac 12,143,47,6/5/1974,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009,Bobby Engram,36,Camden,SC,KAN,5,0,0,0,61,0,0,,5,12.2,WR,6,70,188,Penn St.,Big Ten,15,68,1/7/1973,2,1996,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009,Derrick Williams,23,Washington,DC,DET,11,0,0,1,52,0,0,4,6,8.67,WR,6,71,197,Penn St.,Big Ten,15,68,7/6/1986,3,2009,0,4.65,15,33,0,0,0
2005,John Gilmore,26,Marquette,MI,CHI,16,0,0,0,1,1,0,,1,1,TE,6,76,260,Penn St.,Big Ten,15,68,9/21/1979,6,2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2001,Jon Witman,29,Wrightsville,PA,PIT,15,12,0,5,32,0,0,4.8,6,5.33,RB,6,74,240,Penn St.,Big Ten,15,68,6/1/1972,3,1996,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2008,Kenny Watson,30,Harrisburg,PA,CIN,10,0,0,13,4,0,0,4.23,3,1.33,RB,6,71,214,Penn St.,Big Ten,15,68,3/13/1978,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2000,Billy Davis,28,El Paso,TX,BAL,16,1,0,0,62,0,0,,3,20.67,WR,6,73,205,Pittsburgh,ACC,106,80,7/6/1972,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2005,Darnell Dinkins,28,Pittsburgh,PA,BAL,16,4,0,0,55,0,0,,6,9.17,TE,6,75,255,Pittsburgh,ACC,106,80,1/20/1977,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009,James Casey,25,Fort Worth,TX,HOU,15,0,0,0,64,0,0,,6,10.67,TE,6,75,235,Rice,Conference USA,76,104,9/22/1984,5,2009,0,4.74,28,36,111,4.48,7
2001,KaRon Coleman,23,Missouri City,TX,DEN,4,0,0,4,45,0,0,4.25,6,7.5,RB,6,67,198,S.F. Austin,Southland,#N/A,#N/A,5/22/1978,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012,Ladarius Green,22,Berlin,Germany,SDG,4,1,0,0,56,0,0,,4,14,TE,6,78,237,San Diego Chargers,#N/A,#N/A,#N/A,8/24/1900,4,0,0,4.45,16,34.5,124,4.47,7.12
2010,Roberto Wallace,24,Panama City,FL,MIA,12,0,0,0,62,0,0,,6,10.33,WR,6,76,225,San Diego St.,Mountain West,77,104,5/10/1986,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011,Rashied Davis,32,Los Angeles,CA,DET,11,0,0,0,63,0,0,,4,15.75,WR,6,12,180,San Jose St.,Mountain West,72,107,7/24/1979,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1999,Ryan Collins,24,Minneapolis,MN,BAL,4,3,0,0,62,0,0,,4,15.5,TE,6,78,259,St. Thomas,#N/A,#N/A,#N/A,11/1/1975,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013,Tony Fiammetta,27,Kaneohe,HI,CHI,16,7,0,0,57,0,0,,4,14.25,RB,6,73,246,Syracuse,ACC,81,101,8/22/1986,4,2009,0,4.58,30,34,112,4.49,7.31
2010,Tony Fiammetta,24,Kaneohe,HI,CAR,14,9,0,7,34,0,0,3.14,5,6.8,RB,6,73,246,Syracuse,ACC,81,101,8/22/1986,4,2009,0,4.58,30,34,112,4.49,7.31
2011,Richard Bartel,28,San Antonio,TX,ARI,2,0,10,1,0,0,1,9,0,,QB,6,75,246,Tarleton St.,Division II,#N/A,#N/A,2/3/1983,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1999,Jerry Ellison,28,Augusta,GA,NWE,12,0,0,2,50,0,0,5,4,12.5,RB,6,70,204,Tenn-Chattanooga,Southern,#N/A,#N/A,12/20/1971,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2008,Brad Cottam,24,Germantown,TN,KAN,16,7,0,0,63,0,0,,7,9,TE,6,80,271,Tennessee,SEC,113,75,11/28/1984,3,2008,0,4.63,24,33,0,0,0
2008,Limas Sweed,24,Grimes County,TX,PIT,11,0,0,0,64,0,0,,6,10.67,WR,6,77,220,Texas,Big 12,149,45,12/25/1984,2,2008,0,4.48,0,35,0,0,0
2012,Cyrus Gray,23,DeSoto,TX,KAN,10,0,0,7,18,0,0,6.29,2,9,RB,6,70,206,Texas A&M,SEC,107,79,7/24/1900,6,2012,0,4.4,21,32.5,114,0,7.17
2000,Detron Smith,26,Dallas,TX,DEN,16,0,0,0,1,1,0,,1,1,RB,6,70,229,Texas A&M,SEC,107,79,2/25/1974,0,1996,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1999,Hunter Goodwin,27,Bellville,TX,MIA,15,5,0,0,55,0,0,,8,6.88,TE,6,77,268,Texas A&M-Kingsville,#N/A,#N/A,#N/A,10/10/1972,4,1996,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011,Bruce Gradkowski,28,Pittsburgh,PA,CIN,2,0,8,3,0,0,1,0.33,0,,QB,6,73,220,Toledo,MAC,112,72,1/27/1983,6,2006,0,4.59,0,34,107,4.16,7.13
2006,Ryan Neufeld,31,Morgan Hill,CA,BUF,9,0,0,0,4,1,0,,1,4,TE,6,76,250,UCLA,Pac 12,100,88,11/22/1975,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2004,Ryan Neufeld,29,Morgan Hill,CA,BUF,16,5,0,0,61,0,0,,6,10.17,TE,6,76,250,UCLA,Pac 12,100,88,11/22/1975,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2003,Ryan Neufeld,28,Morgan Hill,CA,BUF,16,1,0,1,41,0,0,14,3,13.67,TE,6,76,250,UCLA,Pac 12,100,88,11/22/1975,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1999,Billy Miller,22,Los Angeles,CA,DEN,10,0,0,0,59,0,0,,5,11.8,TE,6,75,245,USC,Pac 12,129,49,4/24/1977,7,1999,0,4.63,34.5,34.5,114,4.28,7.06
2006,Keary Colbert,24,Oxnard,CA,CAR,12,3,0,0,56,0,0,,5,11.2,WR,6,73,200,USC,Pac 12,129,49,5/21/1982,2,2004,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011,Matt Leinart,28,Santa Ana,CA,HOU,2,1,10,1,0,0,0,-1,0,,QB,6,77,225,USC,Pac 12,129,49,5/11/1983,1,2006,35,4.9,0,0,0,0,0
2006,Paris Warren,24,Sacramento,CA,TAM,8,0,0,0,63,0,0,,5,12.6,WR,6,73,213,Utah,Pac 12,123,61,9/6/1982,7,2005,0,4.71,0,31.5,0,0,0
1999,Scott Mitchell,31,Salt Lake City,UT,BAL,2,2,24,1,0,0,4,1,0,,QB,6,78,240,Utah,Pac 12,123,61,1/2/1968,4,1990,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007,Steve Smith,22,Los Angeles,CA,NYG,5,0,0,0,63,0,0,,8,7.88,WR,6,69,185,Utah,Pac 12,123,61,5/12/1979,3,2001,0,4.44,0,38,120,4.19,6.68
2004,Steve Smith,25,Los Angeles,CA,CAR,1,1,0,0,60,0,0,,6,10,WR,6,69,185,Utah,Pac 12,123,61,5/12/1979,3,2001,0,4.44,0,38,120,4.19,6.68
2006,Todd Yoder,28,New Palestine,IN,WAS,14,0,0,0,4,1,0,,1,4,TE,6,76,250,Vanderbilt,SEC,65,114,3/18/1978,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2000,Brian Finneran,24,Mission Viejo,CA,ATL,12,0,0,0,60,0,0,,7,8.57,WR,6,77,210,Villanova,Big East,#N/A,#N/A,1/31/1976,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009,John Phillips,22,Lowmoor,VA,DAL,16,4,0,0,62,0,0,,7,8.86,TE,6,77,250,Virginia,ACC,90,95,6/11/1987,6,2009,0,4.78,20,33.5,112,4.27,6.84
2006,Jeff King,23,Pulaski,VA,CAR,12,0,0,0,1,1,0,,1,1,TE,6,77,250,Virginia Tech,ACC,147,50,2/19/1983,5,2006,0,4.83,21,32.5,109,4.13,6.99
2009,Kenny Moore,24,Charlotte,NC,CAR,12,1,0,0,59,0,0,,6,9.83,WR,6,71,199,Wake Forest,ACC,86,96,2/19/1985,5,2008,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2003,Walter Rasby,31,Washington,NC,NOR,16,7,0,0,55,0,0,,6,9.17,TE,6,75,252,Wake Forest,ACC,86,96,9/7/1972,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2004,Cam Cleeland,29,Sedro-Woolley,WA,STL,16,9,0,1,57,0,0,-2,7,8.14,TE,6,77,272,Washington,Pac 12,86,98,8/15/1975,2,1998,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2005,Cody Pickett,25,Caldwell,ID,SFO,5,2,14,13,0,0,2,3.23,0,,QB,6,75,220,Washington,Pac 12,86,98,6/30/1980,7,2004,19,4.79,0,30.5,109,4.32,7.19
2000,Ernie Conwell,28,Renton,WA,STL,16,1,0,2,40,0,0,11.5,5,8,TE,6,74,255,Washington,Pac 12,86,98,8/17/1972,0,1996,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006,Marques Tuiasosopo,27,Seattle,WA,OAK,2,0,6,4,0,0,2,7.25,0,,QB,6,73,220,Washington,Pac 12,86,98,3/22/1979,2,2001,24,4.71,0,35.5,115,4.35,7.36
2003,Avon Cobourne,24,Camden,NJ,DET,7,0,0,10,30,0,0,2.7,4,7.5,RB,6,68,205,West Virginia,Big 12,120,67,3/6/1979,0,0,0,4.7,31.5,31.5,112,4.18,7.21
2000,Andrew Jordan,28,Charlotte,NC,MIN,16,4,0,0,63,0,0,,8,7.88,TE,6,78,260,West. Carolina,Southern,#N/A,#N/A,6/21/1972,0,1994,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2008,Brad Hoover,32,High Point,NC,CAR,16,11,0,9,39,0,0,2,6,6.5,RB,6,73,242,West. Carolina,Southern,#N/A,#N/A,11/11/1976,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2008,Richard Angulo,28,Albuquerque,NM,JAX,15,6,0,0,63,0,0,,8,7.88,TE,6,79,260,West. New Mexico,#N/A,#N/A,#N/A,8/13/1980,7,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012,Chris Pressley,26,Woodbury,NJ,CIN,14,7,0,0,1,1,0,,1,1,RB,6,71,257,Wisconsin,Big Ten,135,60,9/13/1900,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009,Travis Beckum,22,Orange County,CA,NYG,15,2,0,0,55,0,0,,8,6.88,TE,6,75,240,Wisconsin,Big Ten,135,60,1/24/1987,3,2009,0,4.62,28,0,0,0,0
2013,Markus Wheaton,22,0,,PIT,12,1,0,0,64,0,0,,6,10.67,WR,6,71,189,#N/A,#N/A,#N/A,#N/A,1/0/1900,3,2013,0,4.45,20,37,120,4.02,6.8
2013,Michael Hill,24,0,,2TM,8,0,0,9,23,0,0,2.56,2,11.5,RB,5,70,210,0,#N/A,#N/A,#N/A,1/0/1900,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013,Patrick DiMarco,24,0,,ATL,14,7,0,0,49,0,0,,8,6.13,RB,5,73,240,0,#N/A,#N/A,#N/A,1/0/1900,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2003,Jason McAddley,24,Brooklyn,NY,ARI,2,0,0,0,53,0,0,,4,13.25,WR,5,74,200,Alabama,SEC,114,58,7/28/1979,5,2002,0,4.47,36.5,36.5,123,4.09,6.83
2010,Tim Castille,26,Phenix City,AL,KAN,10,4,0,5,43,0,0,0.6,10,4.3,RB,5,71,242,Alabama,SEC,114,58,5/29/1984,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2004,Triandos Luke,23,Phenix City,AL,DEN,10,0,0,0,52,0,0,,6,8.67,WR,5,70,190,Alabama,SEC,114,58,12/24/1981,6,2004,0,4.51,0,38,124,4.17,7.06
2007,Gilbert Harris,23,Brooklyn,NY,KAN,4,0,0,9,38,0,0,1,3,12.67,RB,5,74,235,Arizona,Pac 12,82,99,6/18/1984,0,0,0,4.73,20,36,117,4.39,7.02
2004,Mike Karney,23,San Jose,CA,NOR,16,8,0,3,42,0,0,2.33,6,7,RB,5,71,254,Arizona St.,Pac 12,101,86,7/6/1981,5,2004,0,5.02,25,30,103,0,0
2004,Terrelle Smith,26,West Covina,CA,CLE,16,9,0,4,39,0,0,2.25,7,5.57,RB,5,73,246,Arizona St.,Pac 12,101,86,3/12/1978,4,2000,0,5,19,32.5,109,4.85,8.38
2004,Cedric Cobbs,23,Little Rock,AR,NWE,3,0,0,22,0,0,0,2.27,0,,RB,5,73,225,Arkansas,SEC,107,80,1/9/1981,4,2004,0,4.75,0,40,123,0,0
2010,David Johnson,23,Pine Bluff,AR,PIT,16,5,0,0,46,0,0,,4,11.5,TE,5,74,270,Arkansas St.,Sun Belt,80,100,8/26/1987,7,2009,0,4.73,21,32.5,113,4.43,7.28
2005,Lorenzo Diamond,26,Biloxi,MS,MIA,16,7,0,0,54,0,0,,8,6.75,TE,5,75,260,Auburn,SEC,130,61,12/15/1979,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2005,Reggie Newhouse,24,Dallas,TX,ARI,3,1,0,0,45,0,0,,4,11.25,WR,5,73,191,Baylor,Big 12,71,108,2/16/1981,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2004,Brock Forsey,24,Meridian,ID,MIA,7,0,0,19,0,0,0,2.79,0,,RB,5,71,203,Boise St.,Mountain West,165,29,2/11/1980,6,2003,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007,Korey Hall,24,Mountain Home,ID,GNB,14,10,0,0,49,0,0,,8,6.13,RB,5,73,230,Boise St.,Mountain West,165,29,8/5/1983,6,2007,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007,Sean Ryan,27,Buffalo,NY,NYJ,10,1,0,0,46,0,0,,3,15.33,TE,5,77,254,Boston Col.,ACC,116,74,3/27/1980,5,2004,0,4.97,22,32.5,115,0,0
2004,Adimchinobe Echemandu,24,Lagos,Nigeria,CLE,4,0,0,8,25,0,0,3.13,3,8.33,RB,5,70,225,California,Pac 12,90,94,11/21/1980,7,2004,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007,J.T. O'Sullivan,28,Burbank,CA,DET,4,0,13,4,0,0,2,-2.5,0,,QB,5,74,220,California-Davis,Big Sky,#N/A,#N/A,8/25/1979,6,2002,35,4.88,0,29,107,4.28,7.46
2003,Shawn Jefferson,34,Jacksonville,FL,DET,7,3,0,1,46,0,0,3,6,7.67,WR,5,71,185,Central Florida,American,99,86,2/22/1969,9,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012,Isaiah Pead,23,Columbus,OH,STL,15,1,0,10,16,0,0,5.4,3,5.33,RB,5,70,197,Cincinnati,American,114,74,7/15/1900,2,2012,0,4.39,0,33,116,4.32,6.95
2001,Alex Bannister,22,Cincinnati,OH,SEA,16,0,0,0,50,0,0,,4,12.5,WR,5,77,207,East. Kentucky,Ohio Valley,#N/A,#N/A,4/23/1979,5,0,0,4.47,30.5,30.5,110,0,0
2005,Jason Dunn,32,Harrodsburg,KY,KAN,16,1,0,0,53,0,0,,5,10.6,TE,5,78,276,East. Kentucky,Ohio Valley,#N/A,#N/A,11/15/1973,2,1996,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007,Ben Troupe,25,Swainsboro,GA,TEN,16,2,0,1,47,0,0,-1,5,9.4,TE,5,76,262,Florida,SEC,139,55,9/1/1982,2,2004,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2004,Shane Matthews,34,Pascagoula,MS,BUF,3,0,2,2,0,0,0,-1.5,0,,QB,5,75,196,Florida,SEC,139,55,6/1/1970,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010,Greg Jones,29,Columbia,SC,JAX,16,13,0,2,47,0,0,2,11,4.27,RB,5,73,248,Florida St.,ACC,130,54,5/9/1981,2,2004,0,4.75,21,31.5,117,4.27,7.21
2010,Preston Parker,23,Delray Beach,FL,TAM,9,0,0,1,42,0,0,7,4,10.5,WR,5,73,200,Florida St.,ACC,130,54,2/13/1987,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007,Willie Reid,25,Kathleen,GA,PIT,6,0,0,0,54,0,0,,4,13.5,WR,5,12,190,Florida St.,ACC,130,54,9/19/1982,3,2006,0,4.34,0,37.5,117,4.26,7.06
2012,Devon Wylie,24,Roseville,CA,KAN,6,1,0,0,53,0,0,,6,8.83,WR,5,69,187,Fresno St.,Mountain West,121,74,7/5/1900,4,2012,0,4.36,17,39,123,0,0
2012,Seyi Ajirotutu,25,El Dorado Hills,CA,SDG,3,1,0,0,45,0,0,,3,15,WR,5,75,211,Fresno St.,Mountain West,121,74,7/29/1900,0,0,0,4.6,14,36,115,4.39,7.22
2011,Tyler Clutts,27,0,,CHI,16,8,0,0,48,0,0,,8,6,WR,5,74,260,Fresno St.,Mountain West,121,74,1/0/1900,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007,Martrez Milner,23,Oakwood,GA,ATL,8,2,0,0,50,0,0,,9,5.56,TE,5,76,256,Georgia,SEC,142,53,8/8/1984,4,2007,0,4.79,19,34,117,4.49,7.35
2006,Patrick Pass,29,Scottsdale,GA,NWE,3,0,0,6,24,0,0,3.5,2,12,RB,5,70,217,Georgia,SEC,142,53,12/31/1977,7,2000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2003,Patrick Pass,26,Scottsdale,GA,NWE,13,1,0,6,21,0,0,4.5,4,5.25,RB,5,70,217,Georgia,SEC,142,53,12/31/1977,7,2000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012,Randy McMichael,33,Griffin,GA,SDG,16,10,0,0,51,0,0,,9,5.67,WR,5,75,250,Georgia,SEC,142,53,9/6/1900,4,2002,0,4.88,18,29.5,112,4.28,7.56
2004,Adrian Peterson,25,Gainesville,FL,CHI,14,0,0,6,30,0,0,3.17,2,15,RB,5,70,210,Georgia Southern,Sun Belt,#N/A,#N/A,7/1/1979,6,2002,0,4.68,14,34,119,0,0
2003,David Kircus,23,Mount Clemens,MI,DET,5,2,0,0,53,0,0,,3,17.67,WR,5,73,185,Grand Valley St.,GLIAC,#N/A,#N/A,2/19/1980,6,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013,Tyrod Taylor,24,Hampton,VA,BAL,3,0,1,8,6,0,1,8,1,6,QB,5,73,221,Hampton,MEAC,#N/A,#N/A,8/3/1989,6,2011,0,4.47,0,37.5,126,4.09,6.78
